Quarter;District;Municipality;Parish;Maximum Admissible Power (kW);Connection points for electric vehicles charging stations;DistrictCode;DistrictMunicipalityCode;DistrictMunicipalityParishCode
2024T3;Porto;Porto;Campanhã;90.0;1;13;1312;131203
2024T3;Porto;Porto;Campanhã;41.4;2;13;1312;131203
2024T3;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;70.0;1;13;1312;131217
2024T3;Porto;Paredes;Paredes;10.35;1;13;1310;131025
2024T3;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;200.0;3;13;1317;131728
2024T3;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;93.0;1;13;1317;131728
2024T3;Porto;Penafiel;Penafiel;100.0;1;13;1311;131139
2024T3;Porto;Penafiel;Eja;120.0;1;13;1311;131110
2024T3;Porto;Penafiel;Castelões;600.0;1;13;1311;131107
2024T3;Porto;Lousada;Cristelos, Boim e Ordem;100.0;2;13;1305;130528
2024T3;Porto;Lousada;Cristelos, Boim e Ordem;472.5;1;13;1305;130528
2024T3;Porto;Paços de Ferreira;Meixomil;200.0;1;13;1309;130910
2024T3;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;500.0;1;13;1308;130814
2024T3;Porto;Vila do Conde;Mindelo;160.0;1;13;1316;131616
2024T3;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;1440.0;1;13;1317;131730
2024T3;Porto;Marco de Canaveses;Marco;160.0;1;13;1307;130736
2024T3;Porto;Gondomar;Rio Tinto;6.9;3;13;1304;130408
2024T3;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;60.0;1;13;1304;130415
2024T3;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;44.0;1;13;1301;130142
2024T3;Porto;Lousada;Silvares, Pias, Nogueira e Alvarenga;20.7;1;13;1305;130532
2024T3;Porto;Lousada;Lustosa e Barrosas (Santo Estêvão);13.8;1;13;1305;130530
2024T3;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;100.0;5;13;1313;131315
2024T3;Porto;Valongo;Ermesinde;10.35;3;13;1315;131503
2024T3;Porto;Valongo;Ermesinde;6.9;1;13;1315;131503
2024T3;Porto;Vila Nova de Gaia;Grijó e Sermonde;34.5;1;13;1317;131725
2024T3;Porto;Vila Nova de Gaia;Canelas;472.5;1;13;1317;131703
2024T3;Porto;Maia;Águas Santas;6.9;3;13;1306;130601
2024T3;Porto;Maia;Cidade da Maia;6.9;3;13;1306;130619
2024T3;Porto;Maia;Cidade da Maia;34.5;2;13;1306;130619
2024T3;Porto;Maia;Cidade da Maia;250.0;2;13;1306;130619
2024T3;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;3.45;1;13;1303;130335
2024T3;Porto;Vila Nova de Gaia;Canidelo;250.0;3;13;1317;131704
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;160.0;1;13;1312;131217
2024T2;Porto;Porto;Ramalde;315.0;1;13;1312;131211
2024T2;Porto;Porto;Ramalde;115.0;1;13;1312;131211
2024T2;Porto;Porto;Lordelo do Ouro e Massarelos;41.4;2;13;1312;131218
2024T2;Porto;Porto;Bonfim;200.0;2;13;1312;131202
2024T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;400.0;3;13;1312;131216
2024T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;17.25;2;13;1312;131216
2024T2;Porto;Valongo;Valongo;630.0;2;13;1315;131505
2024T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;10.35;2;13;1308;130812
2024T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;182.25;1;13;1308;130812
2024T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;13.8;5;13;1308;130812
2024T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;6.9;3;13;1308;130814
2024T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;10.35;5;13;1308;130814
2024T2;Porto;Vila do Conde;Vila do Conde;6.9;3;13;1316;131628
2024T2;Porto;Paredes;Sobreira;10.35;1;13;1310;131020
2024T2;Porto;Paredes;Lordelo;250.0;1;13;1310;131013
2024T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;6.9;4;13;1317;131730
2024T2;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;10.35;3;13;1317;131726
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;180.0;1;13;1317;131727
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;10.35;2;13;1317;131727
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;120.0;1;13;1317;131727
2024T2;Porto;Vila Nova de Gaia;Serzedo e Perosinho;400.0;1;13;1317;131731
2024T2;Porto;Maia;Nogueira e Silva Escura;6.9;2;13;1306;130620
2024T2;Porto;Maia;Cidade da Maia;10.35;8;13;1306;130619
2024T2;Porto;Gondomar;Rio Tinto;180.0;1;13;1304;130408
2024T2;Porto;Gondomar;Fânzeres e São Pedro da Cova;630.0;1;13;1304;130413
2024T2;Porto;Santo Tirso;Aves;400.0;2;13;1314;131405
2024T2;Porto;Penafiel;Penafiel;400.0;1;13;1311;131139
2024T2;Porto;Paços de Ferreira;Seroa;25000.0;1;13;1309;130916
2024T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;13.8;1;13;1313;131315
2024T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;49.5;1;13;1313;131315
2024T2;Porto;Baião;Santa Cruz do Douro e São Tomé de Covelas;400.0;1;13;1302;130225
2024T2;Porto;Marco de Canaveses;Penha Longa e Paços de Gaiolo;10.35;1;13;1307;130738
2024T2;Porto;Maia;Cidade da Maia;34.5;2;13;1306;130619
2024T2;Porto;Maia;Cidade da Maia;13.8;3;13;1306;130619
2024T2;Porto;Maia;Cidade da Maia;17.25;2;13;1306;130619
2024T2;Porto;Maia;Pedrouços;13.8;1;13;1306;130617
2024T2;Porto;Maia;Nogueira e Silva Escura;13.8;1;13;1306;130620
2024T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;34.5;2;13;1308;130812
2024T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;27.6;1;13;1308;130812
2024T2;Porto;Vila Nova de Gaia;Canidelo;20.7;3;13;1317;131704
2024T2;Porto;Vila Nova de Gaia;Canidelo;41.4;1;13;1317;131704
2024T2;Porto;Vila Nova de Gaia;Arcozelo;123.5;1;13;1317;131701
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;14400.0;1;13;1317;131727
2024T2;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;200.0;1;13;1317;131726
2024T2;Porto;Porto;Paranhos;27.6;1;13;1312;131210
2024T2;Porto;Porto;Ramalde;17.25;1;13;1312;131211
2024T2;Porto;Porto;Bonfim;10.35;1;13;1312;131202
2024T2;Porto;Porto;Bonfim;13.8;1;13;1312;131202
2024T2;Porto;Valongo;Campo e Sobrado;630.0;1;13;1315;131506
2024T2;Porto;Valongo;Valongo;10.35;2;13;1315;131505
2024T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;10.35;1;13;1314;131437
2024T2;Porto;Gondomar;Rio Tinto;6.9;3;13;1304;130408
2024T2;Porto;Gondomar;Rio Tinto;13.8;1;13;1304;130408
2024T2;Porto;Gondomar;Rio Tinto;200.0;1;13;1304;130408
2024T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;60.0;1;13;1304;130415
2024T2;Porto;Trofa;Bougado (São Martinho e Santiago);10.35;1;13;1318;131810
2024T2;Porto;Penafiel;Penafiel;200.0;3;13;1311;131139
2024T2;Porto;Maia;Águas Santas;6.9;2;13;1306;130601
2024T2;Porto;Maia;Moreira;6.9;1;13;1306;130609
2024T2;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;50.0;1;13;1308;130813
2024T2;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;10.35;2;13;1308;130813
2024T2;Porto;Vila Nova de Gaia;Canelas;10.35;1;13;1317;131703
2024T2;Porto;Vila Nova de Gaia;Vilar de Andorinho;20.7;2;13;1317;131723
2024T2;Porto;Vila Nova de Gaia;São Félix da Marinha;6.9;1;13;1317;131717
2024T2;Porto;Porto;Campanhã;41.4;2;13;1312;131203
2024T2;Porto;Paços de Ferreira;Paços de Ferreira;6.9;1;13;1309;130918
2024T2;Porto;Paços de Ferreira;Paços de Ferreira;250.0;1;13;1309;130918
2024T2;Porto;Paços de Ferreira;Penamaior;41.4;1;13;1309;130913
2024T2;Porto;Santo Tirso;Negrelos (São Tomé);41.4;1;13;1314;131430
2024T2;Porto;Gondomar;Melres e Medas;6.9;1;13;1304;130416
2024T2;Porto;Gondomar;Foz do Sousa e Covelo;6.9;1;13;1304;130414
2024T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);17.25;1;13;1304;130412
2024T2;Porto;Trofa;Coronado (São Romão e São Mamede);300.0;1;13;1318;131811
2024T2;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;6.9;1;13;1313;131313
2024T2;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;20.7;1;13;1317;131728
2024T2;Porto;Vila Nova de Gaia;São Félix da Marinha;20.7;3;13;1317;131717
2024T2;Porto;Porto;Campanhã;472.5;1;13;1312;131203
2024T2;Porto;Porto;Campanhã;100.0;1;13;1312;131203
2024T2;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;200.0;1;13;1313;131313
2024T2;Porto;Maia;Águas Santas;300.0;1;13;1306;130601
2024T2;Porto;Maia;Moreira;145.0;1;13;1306;130609
2024T2;Porto;Maia;Moreira;472.5;1;13;1306;130609
2024T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);400.0;1;13;1304;130412
2024T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;145.0;1;13;1303;130335
2024T2;Porto;Trofa;Bougado (São Martinho e Santiago);472.5;1;13;1318;131810
2024T2;Porto;Trofa;Bougado (São Martinho e Santiago);250.0;2;13;1318;131810
2024T2;Porto;Amarante;Telões;630.0;1;13;1301;130135
2024T2;Porto;Vila Nova de Gaia;Avintes;200.0;1;13;1317;131702
2024T2;Porto;Vila Nova de Gaia;Arcozelo;20.7;1;13;1317;131701
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;315.0;1;13;1312;131217
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;99.0;1;13;1312;131217
2024T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;99.0;1;13;1313;131315
2024T2;Porto;Amarante;Vila Meã;41.4;1;13;1301;130147
2024T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;250.0;1;13;1314;131437
2024T2;Porto;Lousada;Cristelos, Boim e Ordem;10.35;1;13;1305;130528
2024T2;Porto;Valongo;Ermesinde;34.5;1;13;1315;131503
2024T2;Porto;Valongo;Ermesinde;300.0;1;13;1315;131503
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;472.5;1;13;1312;131217
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;945.0;1;13;1312;131217
2024T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;50.0;2;13;1312;131216
2024T2;Porto;Porto;Lordelo do Ouro e Massarelos;300.0;1;13;1312;131218
2024T2;Porto;Paredes;Gandra;41.4;1;13;1310;131011
2024T2;Porto;Paredes;Paredes;170.0;2;13;1310;131025
2024T2;Porto;Paredes;Baltar;6.9;1;13;1310;131003
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;50.0;1;13;1317;131727
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;400.0;1;13;1317;131727
2024T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;125.0;1;13;1317;131730
2024T2;Porto;Vila Nova de Gaia;Vilar de Andorinho;55.2;1;13;1317;131723
2024T2;Porto;Vila Nova de Gaia;Vilar de Andorinho;200.0;1;13;1317;131723
2024T2;Porto;Penafiel;Penafiel;250.0;1;13;1311;131139
2024T2;Porto;Penafiel;Guilhufe e Urrô;472.5;1;13;1311;131141
2024T2;Porto;Maia;Castêlo da Maia;41.4;1;13;1306;130618
2024T2;Porto;Gondomar;Fânzeres e São Pedro da Cova;145.0;1;13;1304;130413
2024T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;10.35;3;13;1304;130415
2024T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;100.0;2;13;1304;130415
2024T2;Porto;Póvoa de Varzim;Balazar;160.0;1;13;1313;131305
2024T2;Porto;Trofa;Coronado (São Romão e São Mamede);6.9;1;13;1318;131811
2024T2;Porto;Felgueiras;Vila Cova da Lixa e Borba de Godim;100.0;1;13;1303;130339
2024T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;90.0;1;13;1301;130142
2024T2;Porto;Paços de Ferreira;Freamunde;400.0;1;13;1309;130908
2024T2;Porto;Paços de Ferreira;Carvalhosa;140.0;1;13;1309;130902
2024T2;Porto;Baião;Campelo e Ovil;41.4;1;13;1302;130223
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;800.0;1;13;1317;131727
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;27.6;1;13;1317;131727
2024T2;Porto;Vila Nova de Gaia;Vilar de Andorinho;80.0;1;13;1317;131723
2024T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;72.6;1;13;1304;130415
2024T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;41.4;1;13;1314;131437
2024T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;472.5;1;13;1314;131437
2024T2;Porto;Maia;Cidade da Maia;200.0;1;13;1306;130619
2024T2;Porto;Maia;Cidade da Maia;6000.0;1;13;1306;130619
2024T2;Porto;Maia;Moreira;100.0;1;13;1306;130609
2024T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;199.0;1;13;1308;130812
2024T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;41.4;2;13;1308;130814
2024T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;1600.0;1;13;1308;130814
2024T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;300.0;1;13;1308;130814
2024T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;250.0;2;13;1303;130335
2024T2;Porto;Valongo;Alfena;10.35;1;13;1315;131501
2024T2;Porto;Vila Nova de Gaia;Canelas;13.8;1;13;1317;131703
2024T2;Porto;Vila Nova de Gaia;Canelas;20.7;1;13;1317;131703
2024T2;Porto;Vila Nova de Gaia;Oliveira do Douro;41.4;1;13;1317;131712
2024T2;Porto;Paredes;Gandra;48.3;1;13;1310;131011
2024T2;Porto;Porto;Ramalde;1250.0;1;13;1312;131211
2024T2;Porto;Porto;Ramalde;750.0;1;13;1312;131211
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;150.0;1;13;1312;131217
2024T2;Porto;Porto;Paranhos;34.5;1;13;1312;131210
2024T2;Porto;Marco de Canaveses;Marco;250.0;1;13;1307;130736
2024T2;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;99.0;1;13;1308;130811
2024T2;Porto;Póvoa de Varzim;Rates;10.35;1;13;1313;131311
2024T2;Porto;Valongo;Campo e Sobrado;250.0;1;13;1315;131506
2024T2;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;500.0;1;13;1308;130811
2024T2;Porto;Baião;Ancede e Ribadouro;50.0;1;13;1302;130221
2024T2;Porto;Porto;Bonfim;69.0;1;13;1312;131202
2024T2;Porto;Porto;Paranhos;75.0;1;13;1312;131210
2024T2;Porto;Porto;Paranhos;69.3;1;13;1312;131210
2024T2;Porto;Vila do Conde;Vila do Conde;155.0;1;13;1316;131628
2024T2;Porto;Trofa;Muro;6.9;1;13;1318;131808
2024T2;Porto;Trofa;Bougado (São Martinho e Santiago);100.0;1;13;1318;131810
2024T2;Porto;Paços de Ferreira;Paços de Ferreira;20.7;1;13;1309;130918
2024T2;Porto;Lousada;Silvares, Pias, Nogueira e Alvarenga;41.4;2;13;1305;130532
2024T2;Porto;Lousada;Lustosa e Barrosas (Santo Estêvão);13.8;1;13;1305;130530
2024T2;Porto;Lousada;Cristelos, Boim e Ordem;472.5;1;13;1305;130528
2024T2;Porto;Maia;Pedrouços;27.6;1;13;1306;130617
2024T2;Porto;Maia;Nogueira e Silva Escura;20.7;1;13;1306;130620
2024T2;Porto;Maia;Moreira;10.35;1;13;1306;130609
2024T2;Porto;Maia;Folgosa;10.35;1;13;1306;130603
2024T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;89.7;1;13;1317;131727
2024T2;Porto;Vila do Conde;Labruge;6.9;1;13;1316;131613
2024T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;250.0;1;13;1308;130814
2024T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;44.0;1;13;1301;130142
2024T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;110.0;1;13;1301;130142
2024T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;630.0;1;13;1308;130814
2024T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;62.0;1;13;1308;130812
2024T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;132.0;1;13;1308;130812
2024T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;150.0;1;13;1308;130812
2024T2;Porto;Paredes;Gandra;10.35;1;13;1310;131011
2024T2;Porto;Paredes;Paredes;400.0;1;13;1310;131025
2024T2;Porto;Valongo;Valongo;400.0;2;13;1315;131505
2024T2;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;100.0;1;13;1313;131313
2024T2;Porto;Penafiel;Penafiel;120.0;1;13;1311;131139
2024T2;Porto;Penafiel;Penafiel;100.0;1;13;1311;131139
2024T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;472.5;1;13;1303;130335
2024T2;Porto;Valongo;Ermesinde;199.0;1;13;1315;131503
2024T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;1850.0;1;13;1312;131216
2024T2;Porto;Porto;Paranhos;1125.0;1;13;1312;131210
2024T2;Porto;Porto;Lordelo do Ouro e Massarelos;1660.0;1;13;1312;131218
2024T2;Porto;Porto;Ramalde;27.6;1;13;1312;131211
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;49.5;1;13;1312;131217
2024T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;41.4;1;13;1313;131315
2024T2;Porto;Póvoa de Varzim;Laundos;171.8;1;13;1313;131308
2024T2;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;2000.0;1;13;1308;130811
2024T2;Porto;Gondomar;Fânzeres e São Pedro da Cova;110.0;1;13;1304;130413
2024T2;Porto;Gondomar;Rio Tinto;630.0;1;13;1304;130408
2024T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;300.0;1;13;1312;131217
2024T1;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;630.0;2;13;1312;131217
2024T1;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;256.0;1;13;1312;131217
2024T1;Porto;Porto;Paranhos;10.35;3;13;1312;131210
2024T2;Porto;Porto;Lordelo do Ouro e Massarelos;150.0;1;13;1312;131218
2024T2;Porto;Porto;Lordelo do Ouro e Massarelos;160.0;1;13;1312;131218
2024T2;Porto;Porto;Ramalde;400.0;1;13;1312;131211
2024T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;110.0;1;13;1313;131315
2024T2;Porto;Gondomar;Rio Tinto;300.0;1;13;1304;130408
2024T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;1875.0;1;13;1317;131730
2024T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;150.0;1;13;1317;131730
2024T1;Porto;Vila Nova de Gaia;Avintes;20.7;1;13;1317;131702
2024T1;Porto;Vila Nova de Gaia;Canidelo;10.35;1;13;1317;131704
2024T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;85.0;1;13;1301;130142
2024T2;Porto;Maia;Moreira;71.4;1;13;1306;130609
2024T1;Porto;Vila do Conde;Vila do Conde;6.9;3;13;1316;131628
2024T2;Porto;Vila do Conde;Mindelo;160.0;1;13;1316;131616
2024T1;Porto;Vila do Conde;Modivas;2000.0;1;13;1316;131617
2024T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;1260.0;1;13;1314;131437
2024T2;Porto;Paços de Ferreira;Paços de Ferreira;100.0;1;13;1309;130918
2024T2;Porto;Vila do Conde;Azurara;630.0;1;13;1316;131604
2024T2;Porto;Porto;Campanhã;152.2;1;13;1312;131203
2024T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;14400.0;1;13;1317;131727
2024T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;20.7;4;13;1317;131727
2024T1;Porto;Vila Nova de Gaia;Arcozelo;123.5;1;13;1317;131701
2024T2;Porto;Trofa;Bougado (São Martinho e Santiago);93.0;1;13;1318;131810
2024T1;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;10.35;4;13;1304;130415
2024T2;Porto;Maia;Águas Santas;100.0;1;13;1306;130601
2024T1;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;125.0;1;13;1317;131730
2024T1;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;6.9;3;13;1317;131730
2024T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;69.0;1;13;1317;131727
2024T1;Porto;Vila Nova de Gaia;Canidelo;6.9;2;13;1317;131704
2024T2;Porto;Valongo;Valongo;472.5;1;13;1315;131505
2024T2;Porto;Valongo;Valongo;100.0;1;13;1315;131505
2024T1;Porto;Valongo;Ermesinde;10.35;2;13;1315;131503
2024T1;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;41.4;2;13;1308;130814
2024T1;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;200.0;1;13;1308;130813
2024T1;Porto;Matosinhos;Matosinhos e Leça da Palmeira;6.9;2;13;1308;130812
2024T1;Porto;Matosinhos;Matosinhos e Leça da Palmeira;17.25;1;13;1308;130812
2024T1;Porto;Paredes;Sobreira;10.35;1;13;1310;131020
2024T2;Porto;Penafiel;Castelões;600.0;1;13;1311;131107
2024T2;Porto;Maia;Castêlo da Maia;600.0;1;13;1306;130618
2024T2;Porto;Maia;Castêlo da Maia;2600.0;1;13;1306;130618
2024T1;Porto;Maia;Pedrouços;27.6;1;13;1306;130617
2024T2;Porto;Lousada;Cristelos, Boim e Ordem;100.0;2;13;1305;130528
2024T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;100.0;2;13;1303;130335
2024T1;Porto;Felgueiras;Vila Cova da Lixa e Borba de Godim;140.0;1;13;1303;130339
2024T2;Porto;Marco de Canaveses;Marco;400.0;1;13;1307;130736
2024T1;Porto;Vila Nova de Gaia;Canelas;50.0;1;13;1317;131703
2024T1;Porto;Vila Nova de Gaia;Madalena;27.6;1;13;1317;131709
2024T1;Porto;Valongo;Alfena;13.8;2;13;1315;131501
2024T1;Porto;Maia;Castêlo da Maia;400.0;1;13;1306;130618
2024T1;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;3.45;1;13;1303;130335
2024T1;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;180.0;1;13;1317;131727
2024T1;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;200.0;1;13;1317;131730
2024T1;Porto;Matosinhos;Matosinhos e Leça da Palmeira;800.0;2;13;1308;130812
2024T1;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;17.25;2;13;1308;130813
2024T1;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;110.0;1;13;1308;130811
2024T1;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;200.0;2;13;1308;130814
2024T1;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;60.0;1;13;1304;130415
2024T1;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;17.25;1;13;1304;130415
2024T1;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;200.0;1;13;1304;130415
2024T1;Porto;Gondomar;Rio Tinto;6.9;3;13;1304;130408
2024T1;Porto;Gondomar;Rio Tinto;13.8;1;13;1304;130408
2024T1;Porto;Gondomar;Rio Tinto;34.5;1;13;1304;130408
2024T1;Porto;Vila do Conde;Labruge;100.5;1;13;1316;131613
2024T1;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;49.5;1;13;1313;131315
2024T1;Porto;Maia;Moreira;6.9;1;13;1306;130609
2024T1;Porto;Maia;Nogueira e Silva Escura;10.35;1;13;1306;130620
2024T1;Porto;Maia;Nogueira e Silva Escura;13.8;1;13;1306;130620
2024T1;Porto;Maia;Nogueira e Silva Escura;200.0;1;13;1306;130620
2024T1;Porto;Porto;Lordelo do Ouro e Massarelos;2000.0;1;13;1312;131218
2024T1;Porto;Porto;Lordelo do Ouro e Massarelos;20.7;1;13;1312;131218
2024T1;Porto;Porto;Lordelo do Ouro e Massarelos;41.4;2;13;1312;131218
2024T1;Porto;Porto;Lordelo do Ouro e Massarelos;10.35;2;13;1312;131218
2024T1;Porto;Porto;Lordelo do Ouro e Massarelos;17.25;3;13;1312;131218
2024T1;Porto;Porto;Lordelo do Ouro e Massarelos;135.0;1;13;1312;131218
2024T1;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;315.0;1;13;1312;131217
2024T1;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;100.0;2;13;1312;131217
2024T1;Porto;Porto;Ramalde;20.7;4;13;1312;131211
2024T1;Porto;Porto;Ramalde;10.35;3;13;1312;131211
2024T1;Porto;Porto;Bonfim;69.0;1;13;1312;131202
2024T1;Porto;Penafiel;Penafiel;140.0;1;13;1311;131139
2024T1;Porto;Porto;Paranhos;200.0;3;13;1312;131210
2024T1;Porto;Porto;Campanhã;27.6;1;13;1312;131203
2024T1;Porto;Vila Nova de Gaia;Arcozelo;20.7;1;13;1317;131701
2024T1;Porto;Vila Nova de Gaia;Serzedo e Perosinho;400.0;1;13;1317;131731
2024T1;Porto;Vila Nova de Gaia;Avintes;200.0;1;13;1317;131702
2024T1;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;250.0;2;13;1317;131728
2024T1;Porto;Maia;Águas Santas;6.9;2;13;1306;130601
2024T1;Porto;Gondomar;Fânzeres e São Pedro da Cova;13.8;1;13;1304;130413
2024T1;Porto;Gondomar;Foz do Sousa e Covelo;6.9;1;13;1304;130414
2024T1;Porto;Paços de Ferreira;Paços de Ferreira;6.9;1;13;1309;130918
2024T1;Porto;Paços de Ferreira;Carvalhosa;2814.7;1;13;1309;130902
2024T1;Porto;Gondomar;Fânzeres e São Pedro da Cova;400.0;1;13;1304;130413
